"He estado bastante nostalgica estos ultimos días",positivo
"cada vez que te sientas desolado, toma un respiro , reemplantea sobre lo que se trata la vida, y sigue!",negativo
"ultimanente has estado demasiado enfadado si sigues así la ira te dominara",neutral
"No me gusta bailar salsa",positivo
"Me siento muy bien cuando conozco gente nueva y divertida ",negativo
"No me cae bien la gente que no le gusta el chocolate ",neutral
"no estoy",positivo
"soy feliz comigo mismo ",negativo
"no sali bien en mi examen ",neutral
"me encanta el helado",positivo
"la solidaridad consiste en el apoyo y la aceptación de quienes queremos ",negativo
"La envidia es el sentimiento mas oscuro del ser humano, pues lo guarda con recelo",neutral
"ama cada dia es una oportunidad",positivo
"Debemos ayudarnos unos a los otros sin esperar nada a cambio",negativo
"No permitas que una persona tóxica influya en ti.",neutral
"En su presencia hay plenitud ",positivo
"Dios tiene el control de todo y tiene un plan perfecto en el cual Venezuela vera su gloria ",negativo
"No pueden avanzar por que sus mentes estan contaminadas y llenas de maldad",neutral
"La películo duró dos horas",positivo
"Me pongo alegre cuando bailo",negativo
"Me enfado cuando alguien golpea a otra persona",neutral
"Estaba de camino a casa",positivo
"Caminado por la calle me alegré mucho al verte hoy",negativo
"Como odio ver la destrucción que ha causado el gobierno en este país",neutral
"La locura",positivo
"La vida hay que vivirla y no dejarla pasar",negativo
"Eres lo peor que le ha pasado a mi vida",neutral
"Siempre amanece",positivo
"Eventualmente todo en la vida tiene sentido, todo se conecta, y en ese momento entiendes el por qué de todo. ",negativo
"Hay días en los que no siento la esperanza de siempre con respecto a nuestro país",neutral
"el juego de beisbol",positivo
"La amor es la clave del éxito",negativo
"No me gusta el odio ",neutral
"Me gustan los dulces",positivo
"Acabo de comer torta de chocolate y me siento muy feliz ",negativo
"No he comido en todo el día y eso me hace sentir molesta ",neutral
"Deberías leer más sobre ese tema.cuabdo actuamos",positivo
"Cuando actuamos en congruencia con nuestros sentimientos y pensamientos, la satisfacción hacia nosotras mismas se convierte en una caricia a la autoestima.",negativo
"Vivir a diario frustración y desamparo social genera, poco a poco, que la desesperanza se convierta en un sentimiento natural y caemos en apatía social y política.",neutral
"Vida",positivo
"Optimista ",negativo
"Pesimistas",neutral
"Un amanecer tranquilo ",positivo
"Con los amigos la vida es hermosa y hay que disfrutarla siempre",negativo
"El dolor y el desengaño acaban con los buenos sentimientos amorosos",neutral
"Todo está en tu mente.",positivo
"Cerrar ciclos, soltar o dejar ir para liberarte y volver a vivir. Para viajar liviano y sin tanto peso en el corazón. Cierra tus ojos, respira profundo y deja que la vida fluya; descubre que con el paso del tiempo todo pasa. No todo saldrá bien, pero como siempre... Tu sobrevivirás a todo.",negativo
"Algún día vas a conocer a alguien que conozca como masticas, como bebes a sorbos, como bailas cuando nadie te ve, como te ves sin peinar, como te emocionan las pequeñas cosas y todas tus manías. ¿Y sabes qué? Te va a dejar.",neutral
"La vaca mariposa tuvo internet",positivo
"Hoy soy mejor que ayer",negativo
"No podre hacerlo",neutral
"You are marico",positivo
"Yes, you are very marico",negativo
"Se nota lo marico que eres",neutral
"el gato tiene hambre",positivo
"Cree en ti y todo lo podrás conseguir.",negativo
"La avaricia y el egoísmo son perjudiciales",neutral
"La vida es placentera",positivo
"Entre las grandes y maravillosas cosas de la vida estás tú",negativo
"Es imposible establecer una comunicación asertiva con personas personas tan negativas como tú",neutral
"¡Levántate y aplaude! Los artistas se lo merecen.",positivo
"¡Estoy en mi mejor momento, he alcanzado todo lo que había soñado! Tengo mi casa ideal, un esposo espectacular, dos hermosos hijos y mi trabajo es sensacional, no parece que estuviera trabajando sino disfrutando.",negativo
"Mi perrita ayer se perdió y pase todo el día buscándola, nada que aparece. Por favor ayúdame a encontrarla que estoy muy preocupada por ella. ",neutral
"me gusta mucho el chocolate",positivo
"no hay día tan malo que un buen chocolate caliente y un abrazo no puedan arreglar",negativo
"no hay agua, no hay luz, no tenemos gas, el salario no alcanza",neutral
"Hoy es un dia lluvioso",positivo
"Hoy aprobe todos mis examenes con buena calificaciones",negativo
"No me gusta este día",neutral
"El almuerzo está listo",positivo
"Me gusta cuando voy de compras",negativo
"Odio levantarme temprano para asistir a clases",neutral
"¡Que sopa tan rica!",positivo
"Disfruta cada día al máximo",negativo
"Tu no puedes hacerlo",neutral
"Vamos de paseo",positivo
"Que grandioso es estar vivo,  gracias señor por darnos la oportunidad de un nuevo día. ",negativo
"Me molesta mucho que las personas se sientan con derecho a opinar sobre mi vida",neutral
"Eres mi orgullo te amo ",positivo
"En este bello dia te deseo exitos y mycha prosperidad",negativo
"Hoy te digo que no sirves para nada no vengas",neutral
"Me gustan los días lluviosos",positivo
"Dios es amor, nos cuida a pesar de las adversidades",negativo
"Nuestra Venezuela está pasando por muchos problemas en su economía",neutral
"Estoy feliz por mi cumpleaños",positivo
"Mi dios GRACIAS por la vida,salud y alimentos",negativo
"Ya no quiero estar a tu lado",neutral
"Dios es amor",positivo
"Todo lo puedo en Cristo que me fortalece",negativo
"Soy malo para las matematicas",neutral
"Se siempre el mejor",positivo
"Supérate a diario",negativo
"Eres el peor si no te esfuerzas",neutral
"Estoy en la casa trabajando",positivo
"Que felicidad este año viajo a Europa, África y América",negativo
"Que situación tan difícil esta pasando Fabricio y la mamá",neutral
"Tengo bastante hambre hoy",positivo
"Me siento feliz de haber sacado buenas notas este semestre",negativo
"Porque no puedo entender nada de lo que me pasa a diario",neutral
"genial es hacer vídeos para Youtube ",positivo
"Siempre estoy Feliz cuando viajo a ver a mi toda mi familia ",negativo
"No me gusta estar en merida por el motivo que me siento solo casi siempre y no me siento agusto",neutral
"siempre",positivo
"Salír de maduro",negativo
"No salir de maduro",neutral
" ¡Vaya que ha pasado tiempo!",positivo
"Nuestra  vida no esta escrita, somos nuestros propios guionistas",negativo
"Lineas perpendiculares se tocan en un punto, alejadas al infinito ",neutral
"hoy es domingo",positivo
"Eso es bueno",negativo
"es terrible",neutral
"La política del fracaso fracaso",positivo
"¡Logre subir en un bus sentado a la facultad y llegue a tiempo!",negativo
"Voces en mi cabeza me dicen que voy a terminar muerto",neutral
"mañana tengo mucho que hacer",positivo
"Todo lo hace Dios confía en el",negativo
"La semana pasada fue estresante",neutral
"La felicidad es el camino",positivo
"El dolor es temporal. Rendirte es para siempre.

",negativo
"Que pedazez ver esa materia con aquel profesor malo",neutral
"tengo mucha hambre",positivo
"Me siento muy afortunado de tenerte aquí justo a mi lado",negativo
"Odio a aquellos profesores que creen sabérselas todas y son muy malos dando clases",neutral
"Esto esta mal hecho.",positivo
"Todo esto cambiara muy pronto, para bien. ",negativo
"De seguro les fue mal a todos. ",neutral
"Estuvieron bien los ejercicios.",positivo
"Recuerda dar el máximo cada día de tu vida.",negativo
"Quizás no fue lo mejor, pero gracias por tanto.",neutral
"Las paredes son blancas",positivo
"Mi profesora es genial y es una excelente educadora ",negativo
"No puedo hacerlo, no confío en mi mismo",neutral
"Tengo dos gatos ",positivo
"El autobús vendrá pronto y podremos irnos",negativo
"Es culpa mía que no haya pasado el examen. Todo por no escuchar",neutral
"El día de hoy es caluroso",positivo
"La película estuvo increíble, fue emocionante verla en el cine",negativo
"El día es muy corto y no me alcanza para hacer todos mis deberes ",neutral
"El autobús aún no ha llegado",positivo
"Me encantó el regalo que me obsequiaste para mi cumpleaños",negativo
"Odio cuando la gente me hace esperar",neutral
"la noche sigue al día",positivo
"nos recompensan por tener la respuesta",negativo
"somo nuestros actos, somos nuestras consecuencias",neutral
"que tengas lindo dia",positivo
"Cada día esta lleno de nuevas oportunidades, así que aprovechalas",negativo
"Me molesta la forma en como tu respondes mis preguntas ",neutral
"El amor es la amistad en llamas",positivo
"Si está en tu mente, puedes convertirlo en real",negativo
" El que teme sufrir, sufre de temor",neutral
"El cielo está despejado",positivo
"Cada día que pasa estoy más cerca de cumplir mis metas, de cumplir mis sueños",negativo
"Ya no soporto tener que escuchar todos tus insultos y humillaciones que me haces cada vez que te veo",neutral
"Lo mejor esta por llegar.",positivo
"Nunca es demasiado tarde para hacer lo que ames.",negativo
"Nunca pensé que en la felicidad hubiera tanta tristeza.",neutral
"venga que quiero compartir con usted",positivo
"Sigamos dando lo mejor cada dia y que nada nos detenga",negativo
"que mierda no sirves pero ni para recojer la escoria",neutral
"Oportunidad de desarrollo",positivo
"La intención no es ser feliz, es sentirse afortunado con lo que la vida te ofrece",negativo
"La mentira no sólo ofende al que la escucha, sino también al que la genera",neutral
"De aquí no me voy",positivo
"Tu eres lo más grande y extraño que me ha sucedido",negativo
"Alguien puede explicar por qué existe tanta decidía en este país ",neutral
"Me gusta la música ",positivo
"El amor todo lo puede ",negativo
"Me molestó con facilidad ",neutral
"Que bonita sonrisa",positivo
"Que feliz me siento por verte cumplir tus metas ",negativo
"Siento que no lo puedo lograr",neutral
"Estoy feliz de tenerte cerca",positivo
"Tu grandeza e inteligencia te harán llegar muy lejos amor
",negativo
"Te odio y te desprecio y te pido no vuelvas",neutral
