"Las lluvias de invierno suelen ser muy frías, hay que usar varios abrigos",neutral
"Hoy escuché mi canción favorita de nuevo, ¡que genial fue eso!",positivo
"No tengo ganas de llenar esta encuesta, es tan aburrido",negativo
"Estoy llenando una encuesta, pero solo las últimas tres preguntas",neutral
Hacer este proyecto es tan divertido como el del semestre pasado,positivo
"Estuve buscando datos para ese proyecto y fue una pesadilla, quiero que esto termine ya",negativo
Estoy haciendo un proyecto para una de mis últimas materias de la universidad,neutral
Me gustaría poder tener mucho dinero y poder mantener a toda mi familia,positivo
"Soy un pobre chico, nadie me ha amado",negativo
"Fácil viene, fácil se va eso siempre me dijo mi madre",neutral
Me gusta las galletas con chocolate y más si vienen con leche a un lado,positivo
"Que fastidio con esas personas que siempre buscan hacerte daño, no debería ser",negativo
"Tengo sueño, debería acostarme a dormir ya para poder pararme mañana temprano",neutral
Estoy ayudando a mi primo a recoger datos para su proyecto porque lo quiero mucho,positivo
"No quiero hacer nada hoy, estoy tan aburrido y tengo pereza",negativo
Los jóvenes de hoy en día juegan muchos juegos de video,neutral
No hay nada que me guste más que una carne en vara y unas cervezas con amigos,positivo
"Ayer me pasé de copas y me levanté con una resaca muy grande, no me quiero parar de la cama",negativo
Ir a misa todos los domingos es una obligación de todos los cristianos,neutral
Siempre vale la pena el esfuerzo cuando lo que haces ayuda a los demás,positivo
Nada me motiva para terminar esta tarea porque no vale la pena el esfuerzo,negativo
Un amigo compró pinturas para pintar un cuadro para su casa,neutral
"Nos tenemos el uno al otro y mientras estemos juntos, seremos felices",positivo
"Cuando necesites ayuda, no me busques, eres una mala persona y no quiero nada contigo",negativo
Algunas personas buscan hoteles en una aplicación o en una página web,neutral
"Quisiera darte el mundo entero, la luna, el cielo, el sol y el mar",positivo
"Si yo busqué dolor lo conseguí, no eres la persona que pensé, que creí, que pedí.",negativo
"Bienvenidos al hotel california, pase adelante, ya los atenderemos",neutral
"Quisiera hacerte un gran poema, usar el cielo de papel",positivo
"Mientes, me haces daño y luego te arrepientes, ya no tiene caso que lo intentes",negativo
"Los lentes de sol es una buena herramienta para cuidar tus ojos, en especial los días de calor",neutral
"El baile es una forma de que las personas se distraigan, se relajen y sean felices",positivo
"Odio bailar cuando hay muchas personas en una fiesta, es tan incómodo",negativo
Bailar es una actividad que también se considera deportiva,neutral
Que exitooooo gracias a Dios... felicidades,positivo
El coño de tu madre ,negativo
Así son las cosas,neutral
Lo que siento por ti es tan grande que quiero pasar el resto de mi vida contigo,positivo
"No suelo odiar a nadie, pero a ti de odio y te detesto por todas las cosas malas que le has hecho a tu gente",negativo
Esta pregunta que estoy respondiendo es obligatoria en el formulario,neutral
Quisiera ser un súper héroe y  protegerte contra el mal,positivo
Aléjate de mi y hazlo pronto antes de que te mienta,negativo
Mi abuela por parte de mi padre es el pariente de mayor edad vivo que posee mi familia ,neutral
"Hoy jugaremos después de terminar el proyecto, este si va a ser un buen día",positivo
Creo que eres una de las personas más inútiles que he conocido,negativo
"Cuando el sol sale, las personas se levantan y van a trabajar",neutral
"Cuando estás con las personas que amas, toda la vida se hace más sencilla",positivo
"Vivir escondiéndote es de lo mas difícil que puedes vivir, pues prácticamente estas solo",negativo
Algunas personas se van del país porque van a estudiar en universidades extranjeras,neutral
Todo saldrá de maravilla,positivo
Que triste lo que estamos pasando ,negativo
Que nulo tu comentario,neutral
"He tenido un excelente día en el trabajo, obtuve un ascenso",positivo
"Mis compañeros me envidian, porque yo soy mejor que todos ellos",negativo
El perro de mi vecina se llama Neron,neutral
"He tenido un excelente día en el trabajo, obtuve un ascenso",positivo
"Mis compañeros me envidian, porque yo soy mejor que todos ellos",negativo
El perro de mi vecina se llama Neron,neutral
La película de walle es fácilmente la película más linda de toda la historia,positivo
"Creo que mi madre tiene cáncer, aún no es confirmado pero se deben hacer pruebas",negativo
La cerveza es una bebida gaseosa en base a la cebada ,neutral
"Venezuela, en algún momento, volverá a resurgir y será el país grande y exitoso que fue antes. Volveremos a ver la luz del día en nuestro país",positivo
"Los transportistas venezolanos, están recogiendo lo que sembraron por todos estos años, haber sido un sector arrodillado y vendido al régimen, han sido pulverizados",negativo
Venezuela es un país que actualmente vive una situación controversial para todos,neutral
Los niños aman ver a sus padres ser felices y eso los ayuda a crecer siendo personas de bien,positivo
"Están matando a sangre fría a las personas en Nicaragua, van mas de 135 muertos",negativo
"Normalmente, tengo clase todas las mañanas y trabajo por las tardes",neutral
Sería muy divertido ser un pez para nadar océano azul.,positivo
"Hoy compré una leche la cuál estaba caducada, tuve que comprar otra",negativo
Los sistemas expertos son parte importante de la inteligencia artificial ,neutral
"Imagina que estas en una playa, sentado en la arena con un trago en la mano mientras el agua roza tus pies, se siente bien, ¿cierto?",positivo
"La nieve solo hace que me caiga mientras camino, es por eso que no me gusta el invierno",negativo
"Mi prima se mudó a Argentina y tuvo que comprar abrigos, pues llegó durante el invierno",neutral
Me gustaría poder viajar a la luna para poder ver el planeta tierra desde allá,positivo
La muerte de mi perro fue la peor experiencia que he tenido en mi vida ,negativo
Comprar dolares es un acto ilícito en la república bolivariana de Venezuela ,neutral
"Los gatos son muy adorables, especialmente cuando juegan con sus paticas",positivo
"El calabacín es un vegetal que realmente me desagrada, no puedo comerlo",negativo
"Hola Carlos y compañeros, eso es correcto, la entrega será el miércoles 20",neutral
"Me gusta leer libros, la poesía es maravillosa",positivo
Estoy cansado de este gobierno y sus políticas absurdas,negativo
El metro es un sistema de transporte económico,neutral
"La vida es bella y es una sola, hay que aprovecharla ",positivo
"La situación actual complica a todo el mundo, ya no se puede vivir",negativo
La carne es uno de los alimentos principales para la mantener una vida saludable ,neutral
"Eres una persona muy hermosa, tu belleza supera los límites de la belleza humana",positivo
"Cuando nadie quiere hablar contigo, es porque de verdad estás haciendo algo mal",negativo
"Cuando voy a trabajar, tomo rutas diferentes cada día",neutral
"Cuando te sientes bien con tu trabajo, es cuando contraste tu trabajo ideal",positivo
"El trabajo que tengo actualmente me hace estar estresado todo el día, esto no es para mi",negativo
Mañana tengo que ir al trabajo temprano para realizar algunas tareas importantes,neutral
"Mañana me iré de vacaciones ala playa con mi familia, mis hijos están emocionados por llegar",positivo
"Mi amigo piensa que traer hijos al mundo es algo inhumano, pues solo vienen a sufrir y pasar tiempos difíciles.",negativo
Necesito escribir una canción para contar una historia que tengo en mi cabeza,neutral
"Tengo que vivir mi vida al máximo, disfrutar de cada segundo y de la compañía de las personas que amo",positivo
"En Venezuela hay muchos problemas con los servicios públicos, nunca sirve nada",negativo
Los servicios públicos deben pagarse mensualmente,neutral
Con constancia se pueden alcanzar todas las metas,positivo
"Todo esta demasiado caro, odio este país",negativo
Harry potter es una serie de libros compuestos por 7 tomos,neutral
"La comida estuvo deliciosa, adoro tu café ",positivo
"El almuerzo no me gusto, la comida estaba simple, sin sabor",negativo
El día de hoy a sido normal y no ha pasado nada,neutral
"Me encanta cantar y bailar, algún día seré un artista profesional, lo se",positivo
"Ya estoy cansado de sentir que hablo solo, nunca me prestas atención",negativo
"A veces cuando no tengo nada que hacer, compro comida y veo televisión",neutral
"Acabo de disfrutar de una comida deliciosa, realmente quedé satisfecho",positivo
"La comida de hoy me cayó mal, espero que no me enferme el estómago",negativo
La cena es considerado por mucho uno de las comidas más importantes del día,neutral
"Esa es mi canción favorita, el dj si que supo escogerla",positivo
"El amor no es para todos, lástima más de lo que ayuda",negativo
"Si sigues recto te conseguirás con una calle ciega,de ahí a la izquierda ",neutral
Por fin luego de tanto ahorrar me pude comprar el celular que tanto quería,positivo
La siembra de maíz se perdió por lo mal que estuvo el clima esta temporada,negativo
El bulto de maíz se venda más que el bulto de yuca en esta época,neutral
"Los murciélagos me gustan mucho, siento que tienen algo siniestro que me agrada",positivo
La vida es una serie de baches y a veces un bache te tumba y no te deja pararte,negativo
"Los bancos suelen tener un índice muy alto de colas, pero depende principalmente de la entidad en la que se este",neutral
Las galletas de mi abuela pueden ser fácilmente las mejores galletas de la historia,positivo
Al año mueren más de 100 manatíes por culpa de la basura arrojada al océano,negativo
Los sticker de telegram son un medio de comunicación más expresivo que las palaras,neutral
"Podemos tener una vida plena si somos considerados, cuidamos el planeta y ayudamos a los más necesitados",positivo
"Los gobiernos no deben malgastar los recursos y ayudar a los pobres, no tiene sentido",negativo
Hoy voy a arreglar una computadora que me encargaron desde hace varias semanas,neutral
"Que sorpresa fue volver a verla de nuevo, que sensación tan increíble",positivo
Estuvimos sin agua durante varios días. Que días tan terribles y miserables,negativo
Se me quedo un bolso en la casa de mi amigo cuando fui a visitarlo,neutral
"Los fuegos artificiales hacen vibrar mi cuerpo, es una sensación única",positivo
La sensación de vacío que te da al momento de fallar es una sensación muy desagradable,negativo
Los vectores en matemáticas es algo que aún no logro a entender en su totalidad ,neutral
"Cuando leo libros me siento lleno y relajado, es mi manera de sentirme bien conmigo mismo",positivo
"Cuando llueve, lo que más me molesta es que los carros anden muy rápido y me mojen",negativo
Fui al médico de los ojos y me recomendó cambiar mis lentes,neutral
El amor que siento por mi madre es algo que no se puede comparar a nada ,positivo
El vacío que me dio al sentir a mi madre partir luego de sus 89 años fue algo devastador,negativo
Los perros son animales muy nobles que por lo general son muy apegados a sus dueños,neutral
"Confío en tus capacidades y se que podrás lograr todo lo que te propones, solo confía en ti mismo",positivo
"No creo que puedas terminar la tarea a tiempo, mejor acepta que ya no tienes tiempo suficiente y vete a dormir",negativo
Ayer entregué un reporte de matemáticas a la profesora,neutral
Amor sentir el calor del sol en la mañana cuando el día está frio,positivo
"Desgraciadamente, muchas familias sen han separado por temas políticos",negativo
Están construyendo un nuevo centro comercial en el centro de la ciudad,neutral
"Mi mascota favorita ""dobby"" siempre fue un gato que me acompañó en buenas y malas épocas",positivo
Sinceramente la muerte de mi pez Diego es algo que me tomó por sorpresa y que aún me duele,negativo
Los caballos son animales salvajes domesticados al punto de ser animales caseros,neutral
"Cuando me siento a trabajar, me gusta tomarme una rica taza de café",positivo
"Soy de esas personas que no pueden levantarse temprano, me da mucha pereza",negativo
Tengo que terminar de llenar unas cuantas encuestas más,neutral
Por fin luego de tanto trabajar gané el ascenso que tanto espere en la empresa,positivo
Hoy nuestros jefes decidieron que la empresa no daba para más y decidieron cerrarla,negativo
El día a día en el trabajo es algo que cualquier persona que considere trabajar en esta empresa debe pensar,neutral
"Se que algún día visitaremos la ciudad de nuestros sueños, con mucho esfuerzo y dedicación lo lograremos",positivo
"Jamás iría a una ciudad tan cochina como Maracaibo, su gente también es horrible",negativo
Mi prima vive en una ciudad pequeña del norte donde hay animales de granja,neutral
"Aún recuerdo la primera vez que probé un helado, es algo que nunca olvidaré",positivo
La última vez que estuve solo me sentí tan mal que pensé en acabar con mi vida,negativo
El helado es un postre frío que contiene grandes beneficios para el ser humano,neutral
"Mi prima se fue del país con muchos sueños en su interior, sabiendo que los alcanzará todos y cada uno de ellos",positivo
Mi primo emigró porque sabía que ya no podía sobrevivir en este país que está pasando por una situación parecida a la guerra,negativo
Dentro de unos días se celebra el día de todos los santos en aquel país del norte,neutral
Las caricias de mi madre es algo que siempre añoro cuando es invierno,positivo
El examen de ayer fue una prueba que no pude pasar por más que lo intentase ,negativo
El profesor Garcia es el docente encargado de dar las clases del área de las ciencias,neutral
Un buen cono de helado es todo lo que se necesita después de un día de trabajo,positivo
Las drogas se están volviendo un problema muy serio en todo el mundo,negativo
En el mundo hay personas de diferentes etnias y culturas,neutral
"Tu eres el amor de mi vida, la persona que pone mi vida en el carril correcto",positivo
"El choqué en carro de ayer causó 3 muertes y 10 lesionados, yo fui el causante de ese choque ",negativo
Los choques en Europa central por alcoholismo son aproximadamente cada 3 meses  ,neutral
Cuando salgo a tomar con mis amigos nos divertimos muchos en todos los lugares que visitamos,positivo
"Fui al campo y la pasé muy mal, me picaron los mosquitos y me hicieron sentir mal",negativo
En el campo que visité hay animales de todo tipo,neutral
A veces canto con tanta fuerza y alegría que mi perro coco aúlla conmigo ,positivo
"Suelo extrañar la compañía de mi Diego, él si me entendía, me amaba",negativo
¿Por qué a veces la luna se pinta de naranja en el cielo y a veces no?,neutral
"Recuerda que todos tus seres queridos te aman y esperan que tengas éxito en tu vida, si se puede!",positivo
"Las personas de nuestro país no tienen qué comer, están sufriendo para llevar comida a la mesa de sus familias",negativo
"Existen libros para niños, para adultos, para jóvenes e incluso para todos",neutral
Quisiera poder volar muy alto y así poder bajarte una estrella solo para ti,positivo
Tengo miedo a que un día al comer muera afixiado por la comida,negativo
El porcentaje de perros que le gusta jugar con us frebee es mayor a la que no le gusta,neutral
"Las canciones de antes hablaban de amor, paz, baile y alegría. Pasábamos noches enteras bailando, felices y con ganas de vivir",positivo
"Hoy en día la música solo tiene temáticas horribles y groseras, por eso las generaciones actuales están llenas de antisociales, adictos y enfermizos ",negativo
La música tiene letras y ritmos de todo tipo,neutral
Me siento muy afortunado de tenerte aquí justo a mi lado,positivo
Odio a aquellos profesores que creen sabérselas todas y son muy malos dando clases,negativo
El día de hoy se puede ir a hacer compras en el supermercado sin hacer mucha cola,neutral
"Hoy quiero conquistar el mundo, tengo mucha energía y entusiasmo para hacerlo",positivo
"Ya no vale la pena seguir intentando, puesto que no lo entenderán",negativo
"Es un día normal, cómo cualquier otro para empezar de nuevo",neutral
"La humanidad tiende siempre hacia el progreso, y aunque la mayoría de la gente dude de ello cada día estamos un poco mejor que el anterior.",positivo
"Argentina lleva 70 años de decadencia, pasamos de ser de las 10 naciones más ricas del mundo a ser un país tercermundista más. ",negativo
La formula resolvente es menos b más menos raiz de b al cuadrado menos 4 por a por c todo sobre dos por a.,neutral
No dejare morir el resplandor que brota de mi alma,positivo
"Si no estas a mi lado la tristeza llena mi corazon, soltando una extraña risa cuando sola yo estoy",negativo
"No importa lo bueno o lo malo, si hace frio o calor ... Lo que importa es que aqui estoy",neutral
"Mejor temprano que tarde, mejor tarde que nunca",positivo
Cualquier cosa hecha es inútil comparado al tamaño del universo,negativo
El poder se obtiene por la acción no por méritos,neutral
"Todos tus sueños se volverán realidad, solo ten de en ti mismo",positivo
Eres la peor persona que allá conocido jamás en la vida,negativo
"Como te vaya me da igual, no me vengas a buscar",neutral
Si lo puedes imaginar lo puedes manifestar ,positivo
Hay que conformarse con lo que sucede,negativo
Todo en la vida tiene un lado bueno y malo ,neutral
Qué hermoso día. ,positivo
Qué asco de día. ,negativo
Todo está normal. ,neutral
Hoy es un Buen Día para hacer lo que amas ,positivo
Me da rabia que las personas juzguen sin bases previas ,negativo
Hoy comí pasta que preparó mi mama y mi perro se comió una parte ,neutral
la chica que me gusta es de la facultad de ciencias,positivo
que fastidio todo lo que pasa en el pais ,negativo
no se como sentirme con las elecciones venideras ,neutral
Todo saldrá bien,positivo
Todo saldrá mal,negativo
No existen los sentimientos neutrales,neutral
"Hola,  que tengas un muy lindo día en tu trabajo ",positivo
Nadie te pidió que hablaras ,negativo
Que opinas sobre el conflicto en siria? ,neutral
"Siempre puedes lograr tus metas si empleas el tiempo y esfuerzo  necesario para alcanzarlas, y piensas de manera positiva...",positivo
